"longitude","latitude","presence","BIO1","BIO2","BIO3","BIO4","BIO5","BIO6","BIO7","BIO8","BIO9","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19"
-121.875,45.291666666666664,true,7.3775415,10.112416,40.452904,545.74634,22.689,-2.309,24.998,1.8015,14.173667,14.5025,1.3388333,2060.0,332.0,27.0,62.239075,948.0,147.0,157.0,893.0
-121.875,45.625,true,8.283667,10.2605,38.61977,585.2856,24.272,-2.296,26.567999,2.0336666,15.470833,15.748,1.4760001,1928.0,314.0,26.0,63.88027,900.0,135.0,145.0,847.0
-121.875,45.791666666666664,true,9.031667,11.002501,38.988308,612.3545,25.837,-2.383,28.22,2.3,16.5115,16.646334,1.6801667,1834.0,303.0,23.0,66.37897,874.0,123.0,133.0,821.0
-121.875,46.458333333333336,true,8.569125,11.100083,42.98193,532.86475,24.333,-1.492,25.825,2.8786666,15.293833,15.388666,2.5838332,1827.0,293.0,33.0,61.79109,856.0,148.0,160.0,788.0
-121.875,47.625,true,10.164958,10.025416,41.945595,515.8554,24.322,0.421,23.901001,4.4965,16.601665,16.64,4.2315,1551.0,227.0,43.0,50.204456,656.0,160.0,163.0,583.0
-121.875,47.875,true,10.298041,10.04575,41.85206,515.954,24.461,0.458,24.003,4.5933332,16.720333,16.720333,4.3205,1513.0,210.0,45.0,46.20133,619.0,169.0,169.0,551.0
-121.875,48.375,true,6.8525,8.8185,36.612556,549.7507,21.08,-3.006,24.086,1.0108333,13.636333,13.848166,0.557,2025.0,307.0,51.0,54.457584,884.0,190.0,209.0,791.0
-121.875,49.375,true,7.543208,7.999417,31.10314,621.31805,22.347,-3.372,25.719,0.6883334,15.1325,15.234167,0.13383333,1682.0,260.0,58.0,48.152805,700.0,201.0,201.0,597.0
-121.79166666666667,37.625,true,15.283542,14.180417,51.285416,510.65936,30.803,3.1529999,27.65,10.118334,21.115667,21.5265,9.038333,428.0,87.0,1.0,88.97108,228.0,6.0,11.0,225.0
-121.79166666666667,38.958333333333336,false,16.546,14.542,47.414413,618.06165,33.829,3.159,30.669998,8.865,23.7805,23.7805,8.865,460.0,92.0,1.0,87.56408,240.0,8.0,8.0,240.0
-121.79166666666667,39.458333333333336,false,16.22875,14.0145,47.96858,597.5929,33.022,3.806,29.216,10.4800005,23.379833,23.379833,8.913167,561.0,108.0,1.0,85.18614,296.0,13.0,13.0,280.0
-121.79166666666667,40.625,true,9.927334,16.0495,49.21046,622.07117,29.37,-3.244,32.614002,3.582,17.782833,17.794834,3.0625,1208.0,190.0,6.0,70.46275,555.0,50.0,62.0,535.0
-121.79166666666667,40.958333333333336,false,9.6335,15.578667,46.863,651.6573,29.327,-3.9160001,33.243,2.7851667,17.843666,17.843666,2.2543333,1130.0,181.0,7.0,70.9345,524.0,51.0,51.0,510.0
-121.79166666666667,45.708333333333336,true,10.01725,10.603167,38.29517,623.2871,26.319,-1.369,27.688,3.1726668,17.633833,17.672333,2.4461668,1464.0,243.0,19.0,66.40748,700.0,97.0,107.0,655.0
-121.79166666666667,46.458333333333336,true,7.6042914,10.871416,41.94543,544.413,23.47,-2.448,25.918,1.8561666,14.426666,14.607666,1.4794999,1834.0,298.0,32.0,62.89869,866.0,143.0,155.0,797.0
-121.79166666666667,47.208333333333336,true,7.2873335,8.8495,37.529686,534.23047,21.494,-2.086,23.58,1.6401668,13.939667,14.169666,1.3053334,2228.0,327.0,53.0,53.550644,968.0,212.0,223.0,878.0
-121.79166666666667,47.458333333333336,true,8.897458,9.34125,39.78386,521.3887,22.968,-0.512,23.48,3.2973332,15.385,15.5455,2.9761665,2053.0,303.0,53.0,50.872257,867.0,206.0,208.0,775.0
-121.79166666666667,48.125,true,7.61425,9.2025,38.115063,543.11395,21.925,-2.219,24.144,1.8181667,14.284166,14.502167,1.3199999,2049.0,303.0,51.0,53.620358,888.0,192.0,214.0,800.0
-121.70833333333333,36.375,true,12.010583,12.493,55.57137,374.53525,24.981,2.5,22.481,8.2715,16.1705,17.105,8.145166,915.0,176.0,3.0,90.91888,480.0,12.0,20.0,480.0
-121.70833333333333,36.958333333333336,true,14.371917,13.094167,58.712975,353.3876,25.96,3.658,22.301998,10.7165,18.113667,18.668833,9.9995,591.0,121.0,2.0,91.60961,316.0,7.0,12.0,313.0
-121.70833333333333,38.458333333333336,true,15.703208,14.72675,48.588703,582.82043,32.75,2.441,30.309,10.049167,22.361334,22.361334,8.3498335,474.0,105.0,1.0,94.31323,268.0,6.0,6.0,266.0
-121.70833333333333,40.458333333333336,false,9.257042,16.215084,49.218647,626.8979,28.989,-3.956,32.945,2.892,17.202833,17.207,2.345,1226.0,198.0,7.0,71.500595,569.0,52.0,62.0,547.0
-121.70833333333333,44.458333333333336,true,7.2693334,14.1705,43.95044,647.5832,27.043,-5.199,32.242,0.26216662,15.459167,15.459167,-0.26400003,912.0,157.0,16.0,67.09741,448.0,72.0,72.0,416.0
-121.70833333333333,45.291666666666664,true,4.8978333,9.7095,37.4133,578.77405,20.617,-5.335,25.952,-0.9175,12.046166,12.535501,-1.583,2070.0,335.0,28.0,61.75564,951.0,153.0,162.0,897.0
-121.70833333333333,45.875,true,6.76575,10.965667,37.557514,630.127,24.439,-4.758,29.196999,0.107333384,14.544833,14.803333,-0.616,1726.0,292.0,22.0,68.71319,842.0,112.0,123.0,791.0
-121.70833333333333,47.541666666666664,true,7.6489997,8.821,37.32335,540.7841,21.785,-1.849,23.633999,1.8378333,14.385667,14.5435,1.5381666,2327.0,341.0,54.0,54.021297,1014.0,218.0,230.0,918.0
-121.70833333333333,48.041666666666664,true,7.248375,9.126583,37.647816,549.93933,21.685,-2.557,24.241999,1.3775,14.022167,14.249666,0.9216667,2191.0,326.0,51.0,55.680607,967.0,196.0,220.0,876.0
-121.70833333333333,48.208333333333336,true,5.6259584,8.736417,35.385868,570.37885,20.316,-4.373,24.689,-0.42000002,12.6645,12.9525,-0.84566665,2201.0,332.0,53.0,56.242844,981.0,204.0,220.0,887.0
-121.70833333333333,48.291666666666664,true,8.176084,9.829833,38.343864,568.35223,23.127,-2.509,25.636002,2.0071666,15.146167,15.286333,1.4619999,1929.0,290.0,47.0,55.531483,852.0,175.0,198.0,767.0
-121.70833333333333,48.541666666666664,true,8.925292,9.644917,37.867752,572.97845,23.742,-1.728,25.470001,2.6236665,15.923667,15.986667,2.0566666,1851.0,286.0,47.0,56.316357,825.0,169.0,190.0,734.0
-121.70833333333333,48.875,true,4.4985833,8.637,33.381,606.01263,19.681,-6.193,25.874,-1.9991666,12.267,12.267,-2.49,1755.0,271.0,57.0,50.778484,756.0,201.0,201.0,659.0
-121.625,40.958333333333336,true,10.425792,17.58725,47.748623,702.0593,31.733,-5.1,36.833,2.582,19.200832,19.200832,2.1588333,693.0,111.0,4.0,66.89531,318.0,39.0,39.0,308.0
-121.625,42.708333333333336,false,6.081125,16.22325,45.889317,686.0739,27.307,-8.0460005,35.353,-1.3290001,14.665333,14.7508335,-1.8581667,537.0,87.0,11.0,59.14596,249.0,49.0,53.0,222.0
-121.625,43.708333333333336,true,6.06425,15.896833,45.51315,680.5251,26.729,-8.199,34.928,-1.3856667,14.460667,14.706667,-1.9195001,536.0,92.0,17.0,60.218678,255.0,57.0,62.0,236.0
-121.625,44.541666666666664,true,7.025542,13.823084,43.753628,634.84204,26.39,-5.203,31.592999,0.20833337,15.051833,15.065333,-0.3168333,944.0,160.0,17.0,65.16728,458.0,78.0,80.0,424.0
-121.625,45.375,true,3.8726249,9.566083,37.60992,560.8367,19.671,-5.764,25.435,-1.4936666,10.798833,11.425,-2.1888332,1978.0,329.0,30.0,63.186623,927.0,153.0,158.0,876.0
-121.625,45.791666666666664,true,8.511958,11.470417,38.823547,639.59644,26.23,-3.315,29.545,1.5685,16.377,16.492332,0.85633326,1338.0,232.0,15.0,72.06581,671.0,81.0,90.0,630.0
-121.625,45.958333333333336,true,6.552875,11.08875,37.790104,628.8785,24.342001,-5.001,29.343,-0.061166625,14.323833,14.5735,-0.81833327,1561.0,272.0,20.0,71.12669,780.0,100.0,109.0,733.0
-121.625,46.708333333333336,true,6.679625,10.083417,39.146736,568.87445,22.388,-3.37,25.758,0.7378334,13.783999,14.0625,0.31883338,1722.0,277.0,33.0,61.31752,804.0,140.0,150.0,736.0
-121.625,47.041666666666664,true,5.587625,8.47025,34.781136,572.50903,20.29,-4.063,24.353,-0.40433332,12.690667,12.993501,-0.8491667,2086.0,339.0,41.0,61.092842,971.0,172.0,187.0,895.0
-121.625,47.458333333333336,true,7.006583,8.582167,35.613605,564.5364,21.376,-2.722,24.098,0.92233336,13.9705,14.184667,0.55733335,2308.0,343.0,51.0,55.68429,1021.0,208.0,221.0,927.0
-121.625,47.791666666666664,true,7.496042,9.06625,37.349632,558.9492,22.038,-2.236,24.274,1.479,14.398,14.578667,1.1014999,2218.0,331.0,51.0,55.485977,981.0,201.0,219.0,889.0
-121.625,47.875,true,7.6722503,9.265,38.093082,549.44366,22.186,-2.136,24.322,1.745,14.462,14.6475,1.3858334,2181.0,324.0,51.0,55.059322,962.0,200.0,221.0,871.0
-121.54166666666667,39.208333333333336,true,16.881166,13.555834,44.910656,632.69995,34.323,4.139,30.184002,10.802,24.508167,24.508167,9.193,598.0,113.0,1.0,85.58799,308.0,11.0,11.0,303.0
-121.54166666666667,45.541666666666664,true,8.033459,11.49525,39.479515,633.40894,25.33,-3.787,29.117,1.1095,15.886,15.955667,0.51183337,1238.0,210.0,16.0,68.19973,605.0,83.0,89.0,567.0
-121.54166666666667,45.791666666666664,true,9.393458,11.58975,38.702164,660.44366,27.224,-2.722,29.946001,2.1201668,17.514168,17.519833,1.3946667,1047.0,188.0,11.0,75.585724,542.0,59.0,67.0,509.0
-121.54166666666667,46.291666666666664,true,3.9002917,9.623584,36.446064,584.46423,19.773,-6.632,26.405,-2.0721667,11.074833,11.536,-2.7220001,1830.0,309.0,29.0,65.145096,876.0,136.0,143.0,817.0
-121.54166666666667,46.708333333333336,true,7.0053334,10.4005,39.63756,580.49615,22.928,-3.311,26.239,0.8465,14.279333,14.447666,0.46500003,1503.0,248.0,28.0,63.809544,718.0,117.0,127.0,658.0
-121.54166666666667,47.041666666666664,true,5.4240417,8.51775,34.54636,581.829,20.241,-4.415,24.655998,-0.66683334,12.6115,12.943,-1.1563333,1978.0,326.0,38.0,61.964195,928.0,162.0,175.0,857.0
-121.54166666666667,47.125,true,5.988583,8.510667,34.167034,595.2641,20.869,-4.04,24.909,-0.34316668,13.352166,13.581667,-0.83116674,2003.0,324.0,39.0,60.729267,929.0,167.0,181.0,857.0
-121.54166666666667,47.458333333333336,true,5.5495415,7.9379168,32.346848,595.3292,20.084,-4.456,24.539999,-0.75666666,12.837833,13.155499,-1.2778332,2383.0,374.0,47.0,58.98693,1085.0,202.0,220.0,997.0
-121.54166666666667,48.458333333333336,false,9.0373335,10.121166,38.23059,593.7965,24.491,-1.983,26.473999,2.4621665,16.332666,16.332666,1.9356667,1897.0,294.0,45.0,59.21391,867.0,162.0,162.0,779.0
-121.54166666666667,49.208333333333336,true,3.3264582,9.15025,33.068012,647.78143,19.274,-8.397,27.671001,-3.6841667,11.582833,11.582833,-4.1273336,1407.0,211.0,56.0,45.080097,582.0,184.0,184.0,502.0
-121.45833333333333,36.208333333333336,true,12.491834,14.043166,54.993603,416.42664,27.295,1.7590001,25.536,8.006166,17.306334,18.086834,8.006166,749.0,145.0,2.0,91.573364,399.0,9.0,17.0,399.0
-121.45833333333333,36.708333333333336,false,13.334666,14.4956665,54.24213,453.8001,28.806,2.082,26.723999,8.669333,18.437166,19.388666,8.397333,662.0,126.0,2.0,89.25623,344.0,9.0,15.0,343.0
-121.45833333333333,38.625,false,16.696333,13.815333,45.233887,620.0338,34.263,3.721,30.542,10.7705,24.060667,24.060667,9.1385,473.0,98.0,2.0,88.25276,251.0,9.0,9.0,247.0
-121.45833333333333,44.208333333333336,true,7.8314586,16.478083,46.792797,680.5178,29.193,-6.022,35.215,0.33616665,16.301167,16.505333,-0.086666584,372.0,63.0,13.0,59.172802,178.0,42.0,47.0,166.0
-121.45833333333333,45.875,true,8.723042,12.077084,38.698677,673.282,27.481,-3.727,31.208,1.3456666,17.023335,17.051834,0.58849996,981.0,179.0,10.0,77.32787,515.0,54.0,62.0,484.0
-121.45833333333333,47.041666666666664,true,4.0782084,8.176583,32.978073,591.8789,18.857,-5.937,24.794,-1.9981667,11.346499,11.7838335,-2.5726666,2047.0,341.0,38.0,61.995834,959.0,169.0,179.0,890.0
-121.45833333333333,48.041666666666664,true,5.4642916,9.262917,35.24836,613.80414,21.219,-5.06,26.279,-1.1043334,13.007,13.2895,-1.5941666,2197.0,343.0,47.0,59.977123,1013.0,186.0,208.0,924.0
-121.375,43.041666666666664,false,5.0255833,15.825833,46.333977,651.691,25.531,-8.625,34.156,-1.8471667,13.272167,13.272167,-2.4165,542.0,85.0,14.0,56.278545,245.0,53.0,53.0,221.0
-121.375,47.458333333333336,true,4.5793333,8.085834,30.748121,651.2315,20.074,-6.223,26.296999,-2.3575,12.525833,12.849167,-3.007,2250.0,363.0,42.0,60.554188,1041.0,189.0,205.0,961.0
-121.375,48.125,true,6.074042,9.784917,36.999607,606.2709,21.856,-4.59,26.446001,-0.49183333,13.5515,13.719,-0.9183333,2028.0,321.0,43.0,61.17647,947.0,169.0,190.0,862.0
-121.375,48.541666666666664,true,7.8124585,9.979917,37.189926,610.2765,23.648,-3.187,26.835001,1.039,15.348333,15.348333,0.64016664,1834.0,289.0,44.0,60.522568,853.0,159.0,159.0,763.0
-121.375,49.625,true,6.9886665,9.386167,30.999956,727.9767,23.882,-6.396,30.278,-1.349,15.852834,15.852834,-1.9296666,1079.0,165.0,39.0,48.58073,456.0,138.0,138.0,392.0
-121.29166666666667,42.125,false,7.8227916,15.75775,43.92894,713.6791,29.286,-6.585,35.871,0.17466657,16.842833,16.842833,-0.47933337,360.0,45.0,9.0,39.074528,132.0,41.0,41.0,123.0
-121.29166666666667,42.375,false,6.815708,16.255417,45.4303,697.7194,28.238,-7.5429997,35.781002,-0.68299997,15.637334,15.637334,-1.2236667,448.0,61.0,11.0,44.692913,176.0,48.0,48.0,162.0
-121.29166666666667,43.208333333333336,false,4.340542,15.537084,46.11505,648.56775,24.577,-9.115,33.692,-2.3146667,12.589833,12.589833,-2.9923334,578.0,88.0,16.0,54.145145,255.0,57.0,57.0,230.0
-121.29166666666667,46.041666666666664,true,8.151375,12.77575,39.561977,700.9458,27.35,-4.943,32.293,0.39066666,16.739834,16.739834,-0.47716662,785.0,149.0,9.0,80.475494,427.0,43.0,43.0,398.0
-121.29166666666667,46.875,true,4.2529583,9.03275,33.275925,643.88654,20.298,-6.847,27.145,-2.4708333,12.193167,12.536334,-3.1716666,1511.0,267.0,25.0,67.84296,743.0,112.0,117.0,692.0
-121.29166666666667,47.291666666666664,true,5.9685836,8.814333,31.917486,684.92914,22.114,-5.502,27.616001,-1.5666666,14.355666,14.437167,-2.187,1762.0,303.0,27.0,67.31261,859.0,124.0,142.0,800.0
-121.29166666666667,47.625,true,5.2139583,8.98925,33.467052,646.2439,21.05,-5.81,26.859999,-1.7415,13.107333,13.348499,-2.3516667,2103.0,345.0,39.0,62.779816,995.0,171.0,188.0,917.0
-121.29166666666667,48.291666666666664,true,5.6217084,10.135917,37.140144,620.6268,21.841,-5.45,27.291,-1.1143333,13.2485,13.458834,-1.5361667,1875.0,295.0,42.0,60.744484,875.0,162.0,181.0,793.0
-121.29166666666667,48.541666666666664,true,5.8160415,10.004916,36.50497,626.0351,21.973999,-5.433,27.407,-1.041,13.5385,13.6605,-1.4296666,1745.0,271.0,45.0,58.543007,803.0,164.0,181.0,718.0
-121.29166666666667,49.375,true,5.913375,9.733084,33.14067,691.2418,22.454,-6.915,29.369,-1.8985,14.312834,14.361334,-2.3786666,1168.0,183.0,44.0,47.13272,490.0,153.0,156.0,412.0
-121.20833333333333,39.708333333333336,true,10.958875,14.94675,48.61997,609.8977,29.473,-1.2689999,30.741999,4.8781667,18.549667,18.751,4.2205,1445.0,282.0,3.0,85.06267,748.0,33.0,36.0,739.0
-121.20833333333333,45.791666666666664,true,9.325417,12.507333,39.040276,706.73486,28.482,-3.555,32.037,1.4203333,18.072,18.072,0.8133333,607.0,113.0,7.0,77.963875,325.0,34.0,34.0,302.0
-121.20833333333333,47.375,true,4.596833,8.610833,31.151268,685.454,20.779,-6.863,27.641998,-2.7901666,12.9935,13.214167,-3.479,1885.0,320.0,32.0,64.74663,904.0,147.0,160.0,839.0
-121.20833333333333,47.708333333333336,true,5.396125,9.61775,34.718613,655.80206,21.622,-6.08,27.702,-1.7485,13.426833,13.568334,-2.334,1998.0,334.0,36.0,64.94703,964.0,156.0,176.0,888.0
-121.125,43.125,false,7.386875,16.929083,46.002945,718.2747,29.258,-7.542,36.8,-0.511,16.320833,16.553501,-0.8934999,326.0,48.0,12.0,45.031242,137.0,41.0,50.0,120.0
-121.125,44.875,true,10.599042,15.47875,43.63161,726.7629,31.980999,-3.495,35.475998,2.5178335,19.762667,19.762667,2.0776668,355.0,59.0,11.0,49.773327,159.0,48.0,48.0,129.0
-121.125,46.791666666666664,true,5.0195417,9.837584,34.302395,674.60126,21.941,-6.738,28.679,-2.1376667,13.405833,13.528,-2.875,1131.0,210.0,18.0,71.70636,577.0,82.0,84.0,540.0
-121.125,46.958333333333336,true,5.7544584,9.90575,34.04857,694.71045,22.756,-6.337,29.093,-1.854,14.333,14.361667,-2.5211668,1049.0,197.0,16.0,73.42526,543.0,73.0,76.0,507.0
-121.04166666666667,37.458333333333336,true,16.103792,14.16525,46.229725,611.90375,32.852,2.211,30.641,10.09,23.193666,23.193666,8.2885,275.0,54.0,1.0,85.28831,140.0,5.0,5.0,137.0
-121.04166666666667,38.208333333333336,true,16.312334,15.321167,46.82651,646.7876,35.08,2.361,32.719,10.067833,24.0585,24.0585,8.4635,516.0,101.0,2.0,87.299194,277.0,8.0,8.0,262.0
-121.04166666666667,39.291666666666664,true,13.240875,14.190416,46.236412,624.636,31.085,0.394,30.691,6.206,21.004833,21.198666,6.206,1280.0,246.0,2.0,85.73326,657.0,24.0,30.0,657.0
-121.04166666666667,44.625,false,8.996542,15.713417,45.057682,687.27185,30.294,-4.58,34.874,1.4796666,17.561333,17.7535,0.9435,351.0,62.0,15.0,45.830696,148.0,57.0,60.0,110.0
-121.04166666666667,47.208333333333336,true,7.38475,11.358,36.099545,740.1681,25.422,-6.041,31.463001,-1.0015,16.454834,16.454834,-1.6205001,889.0,163.0,14.0,73.4014,464.0,63.0,63.0,427.0
-120.95833333333333,40.041666666666664,true,9.471209,16.622417,48.252247,665.3988,30.091,-4.358,34.448997,1.765,17.8135,17.8135,1.765,935.0,171.0,6.0,78.04277,456.0,34.0,34.0,456.0
-120.95833333333333,40.625,false,5.983208,15.545584,44.778015,690.86536,26.328,-8.389,34.717,-1.1255,14.725333,14.725333,-2.0211666,655.0,93.0,10.0,56.129513,273.0,51.0,51.0,263.0
-120.95833333333333,45.958333333333336,true,7.2669168,12.867833,39.2779,694.6927,26.968,-5.793,32.761,-0.29416674,15.814167,15.861,-1.1761667,614.0,110.0,9.0,71.88247,316.0,41.0,41.0,289.0
-120.95833333333333,47.208333333333336,true,7.2987084,11.626416,36.081112,756.6822,25.72,-6.5030003,32.223,-1.304,16.556334,16.556334,-1.9573334,791.0,148.0,13.0,74.260445,418.0,58.0,58.0,384.0
-120.875,36.125,false,15.363542,18.850084,57.199463,516.3296,33.9,0.945,32.955,10.176333,21.5755,21.851667,9.351833,337.0,65.0,1.0,89.259415,187.0,4.0,12.0,177.0
-120.875,38.708333333333336,false,15.079875,14.681583,45.65311,650.42285,33.515,1.356,32.159,8.782333,23.067167,23.310501,7.5896664,886.0,161.0,4.0,83.77987,433.0,17.0,28.0,428.0
-120.875,39.208333333333336,true,12.880709,14.2509165,46.00335,630.6611,31.217,0.23900001,30.977999,5.903,20.633833,21.0725,5.903,1323.0,252.0,4.0,84.58051,677.0,28.0,34.0,677.0
-120.875,46.208333333333336,true,6.303458,12.077416,37.84126,702.6969,25.19,-6.7260003,31.916,-1.2860001,15.0008335,15.0008335,-2.1483335,643.0,119.0,10.0,73.21353,336.0,45.0,45.0,309.0
-120.79166666666667,36.791666666666664,false,16.904083,16.7815,48.931362,659.0099,36.008,1.712,34.295998,10.397834,24.7855,25.001667,9.000167,232.0,42.0,1.0,82.35675,119.0,3.0,10.0,117.0
-120.79166666666667,41.625,false,7.8293333,15.988167,43.2171,751.7363,29.602001,-7.393,36.995003,-0.16033332,17.372,17.372,-0.94,393.0,50.0,8.0,42.453735,148.0,40.0,40.0,139.0
-120.79166666666667,41.875,false,7.497958,15.213584,42.462833,742.31226,28.746,-7.082,35.828,-0.2686665,16.977833,16.977833,-1.074,417.0,52.0,10.0,41.025883,152.0,44.0,44.0,143.0
-120.79166666666667,45.291666666666664,false,9.0025,13.4895,40.960434,714.17706,28.646,-4.287,32.933,1.0396667,17.809834,18.015667,0.52716666,346.0,50.0,9.0,47.72235,148.0,38.0,42.0,132.0
-120.79166666666667,47.791666666666664,true,6.270042,11.92475,36.844585,745.54144,25.021,-7.344,32.364998,-2.1771667,15.406834,15.406834,-2.7156665,1100.0,212.0,18.0,76.65991,591.0,77.0,77.0,545.0
-120.79166666666667,48.208333333333336,true,2.0131667,10.924167,34.73503,725.7774,20.268,-11.182,31.45,-5.93,11.189834,11.189834,-6.4135,1362.0,213.0,38.0,56.206333,622.0,144.0,144.0,571.0
-120.70833333333333,41.375,true,8.337791,16.584917,44.67799,737.6868,30.159,-6.962,37.121002,0.40966678,17.580833,17.615,-0.3056666,367.0,47.0,7.0,43.106766,140.0,36.0,42.0,131.0
-120.70833333333333,42.291666666666664,false,5.683417,13.905666,42.622734,680.1024,25.235,-7.39,32.625,-1.1825,14.4800005,14.4800005,-1.9483334,493.0,60.0,14.0,39.948277,178.0,54.0,54.0,167.0
-120.70833333333333,42.541666666666664,false,4.65225,13.623333,43.1774,652.3632,23.723,-7.829,31.552,-1.6903334,13.184333,13.184333,-2.4865,513.0,65.0,16.0,40.044502,191.0,59.0,59.0,177.0
-120.70833333333333,42.791666666666664,false,8.456834,15.571834,44.81877,702.5267,29.246,-5.498,34.744,0.89,17.2335,17.508501,0.47383332,283.0,38.0,12.0,36.608456,110.0,40.0,48.0,99.0
-120.70833333333333,43.458333333333336,false,7.064875,16.467417,45.069286,728.22015,28.523,-8.015,36.538002,-0.9223334,16.125166,16.326334,-1.4023334,252.0,33.0,11.0,34.015068,95.0,40.0,52.0,80.0
-120.70833333333333,46.708333333333336,true,9.216416,14.0205,39.19735,818.3964,29.598,-6.171,35.769,-0.33450013,18.820667,19.25,-0.96750003,287.0,52.0,7.0,62.444256,142.0,27.0,31.0,130.0
-120.625,38.708333333333336,true,13.15875,14.408667,45.381626,652.2521,31.959,0.209,31.75,5.9378333,21.149334,21.693666,5.9378333,1248.0,219.0,6.0,81.409966,603.0,28.0,41.0,603.0
-120.625,38.875,true,11.225583,13.963166,45.889202,629.0749,29.445,-0.983,30.428,4.4343333,18.986334,19.483833,4.4343333,1481.0,271.0,7.0,82.15823,737.0,35.0,47.0,737.0
-120.625,42.125,false,6.859375,14.406917,41.633675,730.0636,27.348,-7.256,34.604,-0.77500004,16.164167,16.164167,-1.5316666,432.0,53.0,12.0,40.23637,159.0,48.0,48.0,151.0
-120.625,43.125,false,6.6553335,15.454333,44.815952,693.5528,27.375,-7.1089997,34.484,-0.50149995,15.5665,15.568666,-1.0735,333.0,45.0,14.0,35.351086,127.0,47.0,58.0,112.0
-120.625,48.291666666666664,true,5.777458,12.22125,36.959053,755.1324,24.898,-8.169,33.067,-2.7363334,15.073167,15.073167,-3.2766666,948.0,165.0,24.0,65.16587,471.0,93.0,93.0,429.0
-120.54166666666667,35.625,true,15.398875,18.23575,54.509926,543.24176,34.043,0.589,33.454,10.148,22.1025,22.143167,9.039833,395.0,84.0,1.0,96.16954,237.0,4.0,12.0,223.0
-120.54166666666667,48.875,false,0.7822083,11.076083,35.098656,724.867,18.811,-12.746,31.557001,-7.134,9.915667,9.915667,-7.5293336,991.0,127.0,50.0,34.875317,379.0,157.0,157.0,344.0
-120.45833333333333,46.458333333333336,true,10.690958,14.17075,39.954746,811.87695,30.546,-4.921,35.467,1.036,20.016834,20.613667,0.5608333,195.0,34.0,4.0,53.19596,90.0,23.0,24.0,82.0
-120.45833333333333,49.708333333333336,false,2.8612084,11.47575,35.089745,762.8255,20.951,-11.753,32.704002,-5.8725,-1.4273334,12.164333,-6.351333,566.0,67.0,28.0,26.258642,192.0,103.0,145.0,166.0
-120.45833333333333,50.375,false,4.2370834,11.56,34.24272,803.5388,22.653,-11.106,33.759,11.809667,-0.008833448,14.039,-5.6265,430.0,52.0,23.0,25.568977,137.0,70.0,131.0,104.0
-120.375,39.541666666666664,true,6.5961666,15.4945,44.959812,669.77313,26.616,-7.847,34.462997,-1.0606667,14.874333,15.268333,-1.0606667,874.0,156.0,9.0,73.70741,421.0,46.0,48.0,421.0
-120.375,42.875,false,7.6684585,15.863083,44.341255,733.1057,28.907,-6.868,35.775,-0.07016667,17.016333,17.086834,-0.59333324,290.0,35.0,14.0,28.393393,101.0,46.0,57.0,91.0
-120.375,46.791666666666664,false,9.147792,13.66225,36.819515,876.22156,30.511,-6.595,37.106,-0.95616657,19.4795,20.059166,-1.5694999,235.0,40.0,7.0,52.6712,108.0,27.0,31.0,98.0
-120.375,50.708333333333336,false,8.296125,11.771584,32.052452,918.6333,28.304,-8.422,36.726,19.529501,4.0581665,19.529501,-3.2263334,315.0,40.0,14.0,29.818117,106.0,46.0,106.0,72.0
-120.29166666666667,39.291666666666664,true,5.289,14.3706665,43.307316,685.8361,24.772,-8.411,33.183,-2.3645,13.817833,14.301333,-2.3645,1014.0,181.0,10.0,74.41475,487.0,50.0,52.0,487.0
-120.29166666666667,40.708333333333336,false,7.4415417,16.457582,43.99365,758.0517,29.251,-8.158,37.409,-0.62100005,17.0455,17.0455,-1.4076668,338.0,43.0,10.0,39.332462,126.0,39.0,39.0,119.0
-120.29166666666667,47.375,true,9.479625,12.40025,34.499763,874.95123,29.638,-6.305,35.943,-0.74133325,19.577,20.203833,-1.4211667,274.0,49.0,8.0,59.25216,133.0,30.0,35.0,121.0
-120.29166666666667,49.208333333333336,false,1.6333749,11.403916,36.347145,710.838,19.263,-12.1119995,31.375,-6.258333,7.5593333,10.424833,-6.6653333,719.0,80.0,40.0,23.937286,238.0,143.0,174.0,215.0
-120.20833333333333,36.791666666666664,true,16.129126,15.008583,45.951206,654.46277,34.157,1.495,32.662003,9.919333,23.927,23.927,8.018666,217.0,39.0,0.0,81.13302,114.0,3.0,3.0,106.0
-120.20833333333333,37.458333333333336,false,16.546833,16.716333,46.863846,715.0683,37.029,1.359,35.67,9.511333,25.342834,25.505667,8.242666,527.0,89.0,1.0,84.45429,263.0,7.0,12.0,255.0
-120.20833333333333,38.041666666666664,true,12.027625,13.819917,44.784073,647.202,30.265,-0.594,30.859,5.017333,20.153166,20.503334,5.017333,1144.0,201.0,5.0,83.12555,559.0,26.0,33.0,559.0
-120.20833333333333,38.791666666666664,true,6.671875,14.24475,45.667957,638.2916,24.912,-6.28,31.192001,-0.2348334,14.701667,15.001333,-0.2348334,1055.0,191.0,10.0,77.086296,514.0,45.0,51.0,514.0
-120.20833333333333,38.875,true,4.5625415,13.529417,43.19599,660.7167,23.052,-8.269,31.321,-2.4558334,12.768167,13.421166,-2.4558334,1083.0,191.0,12.0,74.16386,517.0,54.0,58.0,517.0
